issue_key,project_key,project_name,issue_type,status,priority,created,updated,labels,summary,description,acceptance_criteria,comments
CSCI-334,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,27/Aug/25 1:14 PM,19/Nov/25 11:38 AM,,202757 - Apply Security Best Practices,"[devops task 202757|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202757]

_As a Security Engineer, I want to enforce security best practices so the integration remains compliant._","* Public endpoints disabled
* NSGs enforced
* Conditional Access & MFA applied
* Least privilege for SCIM account",
CSCI-333,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,27/Aug/25 1:12 PM,19/Nov/25 11:38 AM,,202751 - Test & Monitor Integration,"[devops task 202751|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202751]

_As a Security Engineer, I want to test and monitor SSO + SCIM so I can ensure reliability and compliance._","* Test user provisioned successfully
* Group sync validated
* Logs visible in Snowflake & Entra",
CSCI-332,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,27/Aug/25 1:12 PM,10/Oct/25 5:42 PM,,202745 - Raveen - Configure SCIM Provision in Entra ID,"_As an Azure Admin, I want to configure SCIM so that Entra ID provisions users/groups automatically._","[devops link 202745|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202745]

* Automatic provisioning enabled
* Test connection succeeds
* Attribute mappings configured
* Initial sync successful","@user - to confirm the new naming convention on AD groups.

@user cc @user for more details

Hi @user , @user ,

Kindly review, on the AD snowflake groups, we would like to propose these.

|*Current*|*Proposed*|
|DEV_PlatformEngineers|Snowflake-dev-PlatformEngineers|
|DEV_DataEngineers|Snowflake-dev-DataEngineers|
|DEV_Consultants|Snowflake-dev-Consultants|
|STEST_PlatformEngineers|Snowflake-stest-PlatformEngineers|
|STEST_DataEngineers|Snowflake-stest-DataEngineers|
|STEST_Consultants|Snowflake-stest-Consultants|
|QA_PlatformEngineers|Snowflake-qa-PlatformEngineers|
|QA_DataEngineers|Snowflake-qa-DataEngineers|
|QA_DataAnalysts|Snowflake-qa-DataAnalysts|
|QA_BusinessUsers|Snowflake-qa-BusinessUsers|
|PROD_PlatformEngineers|Snowflake-prod-PlatformEngineers|
|PROD_DataEngineers|Snowflake-prod-DataEngineers|
|PROD_Consultants|Snowflake-prod-Consultants|
|PROD_DataAnalysts|Snowflake-prod-DataAnalysts|
|PROD_IT_Audit|Snowflake-prod-IT-Audit|

If we need one for PowerBI, we can have similar group created and associate the member to that group. e.g

PowerBI-dev-Admin

PowerBI-dev-Developer

PowerBI-dev-Viewer

@user @user , @user

HI @user 

As Alan confirmed, we are progressing to provision these AD groups and associate members to it.

[^snowflake_ad_groups_members_V0.1.xlsx]

@user , @user

A [RITM0174818 |https://cwretail.service-now.com/nav_to.do?uri=sc_req_item.do?sys_id=96d0763a3337ae5047764f945d5c7b69]has been raised to provision the groups and associate members

@user , @user 

Task is progressing. We have the groups created in AD and it was sync to EntraId, member association is in progress

@user Thanks
I was wondering if there are any paper trails to this progress Ravee?
If not, no stress.

@user please note, SCIM implementation steps are [here|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_wiki/wikis/Enterprise-Data-Platform-Implementation.wiki/5170/SCIM-SAML-Snowflake-and-Entra-ID-SSO-Configuration-via-Azure-Private-Link]

Creating of Groups/Members in AD/Endra are managed by SysOps/Cloud

Hi @user This task be closed now. We were able to sync successfully groups/members to snowflake

@user @user"
CSCI-331,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,27/Aug/25 1:09 PM,02/Oct/25 2:15 PM,,202740 - Enable SCIM API Integration in Snowflake,"[devops task 202740|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202740]

_As a Snowflake Admin, I want to enable SCIM API integration so Entra ID can provision users automatically._","* SCIM integration created
* OAuth credentials generated
* SCIM endpoint available",
CSCI-330,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,27/Aug/25 1:09 PM,10/Oct/25 10:12 AM,,Authenticate to Snowflake via Entra ID,"As a user, I want to authenticate to Snowflake via Entra ID so that I can use my corporate credentials for seamless sign-on.","* IdP-initiated login works via MyApps
* SP-initiated login works via PrivateLink
* MFA enforced
* DNS resolution works","SSO Authentication and SCIM sync are successfully configured.

Tested by Ashu (authentication) and Chloe (SCIM - AAD provisioned)"
CSCI-329,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,27/Aug/25 1:04 PM,27/Aug/25 2:57 PM,,202730 - Snowflake SAML Security Integration,"As a Snowflake Administrator, I want to configure SAML authentication so that users can log in using Entra ID credentials","* SAML2 security integration created in Snowflake
* Snowflake metadata generated and shared with Entra ID
* Test query confirms integration is enabled",
CSCI-328,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,27/Aug/25 1:03 PM,03/Sep/25 9:51 AM,,202725 - Raveen - Entra ID enterprise Application setup,"[202725|https://dev.azure.com/MyChemist/Enterprise%20Data%20Platform%20Implementation/_workitems/edit/202725]

As an Identity Administrator, I want to create and configure the Snowflake enterprise application in Entra ID so that the foundation for SSO is established","* Snowflake enterprise application is created from Azure AD gallery
* Basic SAML settings are configured with Private Link URLs
* SAML attributes are properly mapped for user claims
* Entra ID certificate and metadata are extracted",
CSCI-327,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,26/Aug/25 11:56 AM,12/Sep/25 6:20 PM,,Review Source-to-Target Map for Dim_Employee,Review the mapping of DIM_Employee Dimension: DIM_Employee,"* Finalize that the work on Source-to-Target Map for DIM_Employee correct.
** Review the Source-to-Target Map for DIM_Employee against the current production environment.
** Update the mapping file to reflect any changes or corrections found.
** Peer review completed and signed off by Chloe/Harrison
** Communicate changes of mapping file to the Jira/standup for traceability.",
CSCI-326,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 12:16 PM,01/Sep/25 2:18 AM,,Extract parquet for TransactionAuditSaleActivityLog - part 1,"Extract the parquets files for these tables 

* TransactionStorage.dbo.TransactionAuditSaleActivityLog
* TransactionStorage.dbo.TransactionAuditSaleActivityLogHistory
* TransactionStorage.dbo.Transactions_ElectronicPayments","* Extract the parquet files
* File validation
* Upload it in Azure blob storage
* Post-upload verification
* Documentation","Created this task as @user has requested parquet extracts

cc:- @user

@user 

updated AC - LMK if that makes sense - can change back if needed

@user I’m currently blocked by this firewall error when attempting to access Blob Storage to upload the Parquet file.

@user do you have a servicenow ticket for this? - If so just screenshot here and I’ll create a Jira ticket to establish parity.

cc @user

@user Raised the incident
[INC0474862 | Incident | Chemist Warehouse Retail|https://cwretail.service-now.com/now/nav/ui/classic/params/target/incident.do%3Fsys_id%3D8103494e932b2a50f226b5058aba1078%26sysparm_stack%3D%26sysparm_view%3D]

Extracted the parquet files for TDB14.TransactionStorage.dbo.TransactionAuditSaleActivityLogHistory

Access to the blob storage is still blocked by the firewall, I cannot upload the files into the container for ingestion.

@user @user Need assistance from the network team to resolve this, can you help escalate? [INC0474862 | Incident | Chemist Warehouse Retail|https://cwretail.service-now.com/now/nav/ui/classic/params/target/incident.do%3Fsys_id%3D8103494e932b2a50f226b5058aba1078%26sysparm_stack%3D%26sysparm_view%3D]

I see you already raised ticket. @user will follow up and talk to the cloud team on this. 

This is due to the changes to firewall where conditional forwarding for {{privatelink.dfs.core.windows.net}} to setup private connectivity from On-prem/VDI to our Azure Data Lake File System Gen2 Storage Accounts. so since you guys are using to directly access the storage accounts manually then we must allow connections from on-prem/vdi to the storage accounts.

@user the Infra Cloud team has raised a request with the Information Security team to allow my IP address for blob storage access.

[RITM0173947 | Requested Item | Chemist Warehouse Retail|https://cwretail.service-now.com/now/nav/ui/classic/params/target/sc_req_item.do%3Fsys_id%3Daf06e80f3323e21047764f945d5c7b20%26sysparm_stack%26sysparm_view]

Issue split into:
|CSCI-379|Extract parquet for TransactionAuditSaleActivityLog - part 2|"
CSCI-325,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 9:50 AM,09/Oct/25 9:35 AM,,CT - Snowflake CI/CD process - Create PR,"* Extract Meta
* Schema DDL (tables + views)
* Create PR
* Review and merge
* Test end to end",,
CSCI-324,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 9:49 AM,08/Oct/25 4:44 PM,,AA - Snowflake CI/CD process - Create PR,"* Extract Meta
* Schema DDL (tables + views)
* Create PR
* Review and merge
* Test end to end",,
CSCI-323,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 9:45 AM,12/Sep/25 6:32 PM,,APPRISS - next steps on data modelling,"* -Identify business process for APPRISS-

Identify source table(s) for APPRISS - partially done (review)

Create structure for FActs and Dims

* Finalizing identification of business processes relevant to APPRISS.
* Reviewing and confirming source tables for APPRISS data ingestion.
* Designing and documenting the structure for Fact and Dimension tables to support robust analytics and reporting.
This task aims to ensure a clear, scalable, and auditable data model foundation for APPRISS integration within the CW Cloud Data Platform Interim Solution.","* -Business Process Identification-
* -Source Table Confirmation-
* -Review Initial Data Extract Queries-
* - Dimension Table Design-
* -Fact Tables Design-
* -Sample Data Validation-
* -Documentation-
* Stakeholder Review
* -Readiness for Next Steps-","Appriss Data points for Ingestion Purpose are identified. Received the queries for sample data that has been shared with APPRISS team. 

Will review the queries today.

Fact table structure is in progress.

Business Process Identification Complete

Source Table Identification Complete

Initial Query review Complete. Good from ingestion point of view.

Fact Table Structure is updated in MergeCo Folder 
[Business Matrix_Retail - Simplified.xlsx|https://mychemist.sharepoint.com/:x:/r/sites/TheLanding/MergeCoData/Shared%20Documents/01.%20Projects/01.%20SC%20Interim%20Data%20Platform/01.%20Discovery/Business%20Matrix_Retail%20-%20Simplified.xlsx?d=w0e262bf7be84407d8dbff2bb4d4c5e00&csf=1&web=1&e=dGjeuu]

Dim tables Silver Layer Structure is updated in Confluence
[https://sigmahealthcare.atlassian.net/wiki/spaces/DE/pages/1610711044/Enterprise+Data+Model|https://sigmahealthcare.atlassian.net/wiki/spaces/DE/pages/1610711044/Enterprise+Data+Model]

Dim tables Silver Layer Structure is updated in Confluence
[https://sigmahealthcare.atlassian.net/wiki/spaces/DE/pages/1610711044/Enterprise+Data+Model|https://sigmahealthcare.atlassian.net/wiki/spaces/DE/pages/1610711044/Enterprise+Data+Model]

Sample source data is validated

Source Data is identified. Target table structure is there now. So the next step would be to start with transformation logic documentation

Issue split into:
|CSCI-438|APPRISS - next steps on data modelling - alan to review|"
CSCI-321,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 9:40 AM,09/Oct/25 9:36 AM,,ILS Manhattan Scale Integration : Whitelist Prod server,To create a request to whitelist the PROD server for ADF SHIR in Dev,,"I think this is blocked @user ?

cc @user 

Will raise servicenow request - near end of sprint 8

I will attend to this next week. Gotta focus on the Detailed Design doco @user

Chloe to catch up with Adeel on details"
CSCI-320,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 9:30 AM,08/Dec/25 1:38 PM,,AP - Snowflake CI/CD process - Create PR,"* Extract Meta
* Schema DDL (tables + views)
* Create PR
* Review and merge
* Test end to end",,
CSCI-319,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 9:28 AM,25/Sep/25 9:49 AM,,CT - ADF CI/CD process - Create PR,"* Deployment checklist
* Add trigger
* Create PR
* Get approval and Merger
* End to end testing
* Publish schedule",,"To walk through the ADF process to create a PR with Ashu, Aswini and Jess"
CSCI-318,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 9:27 AM,25/Sep/25 11:51 AM,,AA - ADF CI/CD process - Create PR,"* Deployment checklist
* Add trigger
* Create PR
* Get approval and Merger
* End to end testing
* Publish schedule",,"ran this thru Rovo, is it OK to check @user ?

you can use this for future tickets as a scaffold

----

h3. Context

* The project requires implementing a CI/CD process for Azure Data Factory (ADF) pipelines as part of the CW Cloud Data Platform Interim Solution. This involves automating deployment steps, ensuring code quality, and enabling smooth release management through pull requests and approvals.

h3. Objective

* To establish and execute a robust CI/CD workflow for ADF, including deployment automation, code review, approval, and scheduling, ensuring reliable and efficient delivery of data platform changes.

h3. Steps

# Complete the deployment checklist for ADF CI/CD.
# Add the necessary trigger(s) to automate the pipeline.
# Create a Pull Request (PR) for the changes.
# Obtain approval and merge the PR.
# Conduct end-to-end testing of the deployment.
# Publish and schedule the pipeline as required.

h3. Deliverables

* A fully operational CI/CD process for ADF, including:
** Documented deployment checklist
** Configured triggers
** Merged and approved PR
** Evidence of successful end-to-end testing
** Published and scheduled ADF pipeline

h3. Assumptions (Optional)

* Required permissions are available for repository and ADF resources.
* Stakeholders are available for timely PR review and approval.
* Test environments are set up and accessible.

h3. Acceptance criteria

* Deployment checklist is completed and documented.
* Trigger(s) are added and verified.
* Pull Request is created, reviewed, approved, and merged.
* End-to-end testing is completed with no critical issues.
* Pipeline is published and scheduled as per requirements.

Created a PR, reviewing another branch that got created during the process."
CSCI-317,CSCI,CW Cloud Data Platform Interim Solution,Task,Done,Medium,25/Aug/25 9:26 AM,29/Sep/25 9:00 AM,,AP - ADF CI/CD process - Create PR,"* Deployment checklist
* Add trigger
* Create PR
* Get approval and Merger
* End to end testing
* Publish schedule",,
